cycle,length(butterfly),nb_reproductions,nb_deaths_predation,nb_deaths_natural,nb_deaths_total,nb_black,nb_white,nb_gray,nb_BB,nb_WW,nb_BW,nb_allele_B,nb_allele_W
406,598,10,2,10,12,266,74,248,269,75,254,792,404
407,600,13,0,11,11,262,75,250,266,77,257,789,411
408,600,3,0,3,3,266,77,254,266,78,256,788,412
409,599,9,1,9,10,264,76,250,268,78,253,789,409
410,599,7,1,6,7,265,77,250,268,79,252,788,410
411,600,10,0,9,9,264,77,249,268,79,253,789,411
412,600,7,0,7,7,264,79,250,266,81,253,785,415
413,600,8,0,8,8,265,77,250,270,78,252,792,408
414,599,9,1,9,10,265,76,249,270,76,253,793,405
415,600,4,0,3,3,269,75,252,272,75,253,797,403
416,600,4,0,4,4,272,75,249,274,75,251,799,401
417,600,3,0,3,3,271,75,251,271,75,254,796,404
418,599,6,1,6,7,268,74,251,271,74,254,796,402
419,600,8,0,7,7,268,72,252,271,72,257,799,401
420,599,3,1,3,4,270,71,255,271,71,257,799,399
421,600,9,0,8,8,266,70,255,275,70,255,805,395
422,599,5,0,6,6,272,68,254,273,68,258,804,394
423,600,7,0,6,6,272,67,254,274,68,258,806,394
424,598,4,2,4,6,271,66,257,272,67,259,803,393
425,599,8,1,6,7,269,67,255,273,68,258,804,394
426,599,5,1,4,5,270,68,256,275,68,256,806,392
427,600,4,0,3,3,275,67,254,277,67,256,810,390
428,600,8,0,8,8,273,67,252,278,67,255,811,389
429,600,5,0,5,5,276,66,253,277,66,257,811,389
430,599,7,1,7,8,272,66,254,274,68,257,805,393
431,600,11,0,10,10,269,67,253,275,67,258,808,392
432,600,6,0,6,6,272,67,255,274,67,259,807,393
433,600,9,0,9,9,269,67,255,274,68,258,806,394
434,600,6,0,6,6,270,68,256,273,68,259,805,395
435,600,13,0,13,13,271,66,250,280,67,253,813,387
436,599,5,1,5,6,277,65,252,279,66,254,812,386
437,600,3,0,2,2,277,66,254,279,66,255,813,387
438,600,4,0,4,4,278,65,253,281,65,254,816,384
439,600,5,0,5,5,277,65,253,280,65,255,815,385
440,600,4,0,4,4,276,65,255,279,65,256,814,386
441,600,3,0,3,3,278,65,254,280,65,255,815,385
442,600,5,0,5,5,278,64,253,281,64,255,817,383
443,600,5,0,5,5,279,63,253,282,65,253,817,383
444,600,6,0,6,6,277,65,252,282,65,253,817,383
445,599,9,1,9,10,275,64,251,279,67,253,811,387
446,600,13,0,12,12,273,67,247,281,69,250,812,388
447,600,1,0,1,1,281,69,249,282,69,249,813,387
448,600,6,0,6,6,280,68,246,281,70,249,811,389
449,599,1,0,2,2,279,70,249,280,70,249,809,389
450,600,11,0,10,10,274,69,246,278,70,252,808,392
451,600,6,0,6,6,276,70,248,280,71,249,809,391
452,599,8,0,9,9,276,71,244,279,73,247,805,393
453,599,6,1,5,6,275,73,245,277,73,249,803,395
454,600,9,0,8,8,271,72,248,275,72,253,803,397
455,598,3,1,4,5,274,72,249,276,72,250,802,394
456,599,4,1,2,3,276,72,247,278,72,249,805,393
457,598,6,2,5,7,276,71,245,278,72,248,804,392
458,600,8,0,6,6,276,71,245,281,71,248,810,390
459,600,6,0,6,6,280,70,244,281,73,246,808,392
460,600,4,0,4,4,279,71,246,282,71,247,811,389
461,600,7,0,7,7,275,71,247,278,73,249,805,395
462,599,3,0,4,4,275,73,248,276,73,250,802,396
463,600,7,0,6,6,274,70,249,275,71,254,804,396
464,600,6,0,6,6,272,71,251,274,72,254,802,398
465,600,3,0,3,3,273,71,253,276,71,253,805,395
466,600,4,0,4,4,274,71,251,278,71,251,807,393
467,600,7,0,7,7,275,70,248,281,70,249,811,389
468,600,3,0,3,3,278,70,249,279,71,250,808,392
469,600,6,0,6,6,277,70,247,280,70,250,810,390
470,600,5,0,5,5,279,68,248,282,68,250,814,386
471,598,8,0,10,10,279,68,243,284,69,245,813,383
472,600,5,0,3,3,284,68,243,286,68,246,818,382
473,600,8,0,8,8,283,68,241,287,70,243,817,383
474,600,4,0,4,4,284,70,242,286,71,243,815,385
475,600,3,0,3,3,285,71,241,287,72,241,815,385
476,600,5,0,5,5,286,70,239,289,70,241,819,381
477,599,6,0,7,7,285,69,239,286,69,244,816,382
